variant,bos_positions,seed,step,grad_loss,pos0_qk_pressure_mean,pos0_qk_pressure_max_head,pos0_qk_pressure_by_layer,keypos0_qk_pressure_mean,keypos0_qk_pressure_max_head,keypos0_qk_pressure_by_layer,keypos1_qk_pressure_mean,keypos1_qk_pressure_max_head,keypos1_qk_pressure_by_layer,keypos2_qk_pressure_mean,keypos2_qk_pressure_max_head,keypos2_qk_pressure_by_layer,keypos3_qk_pressure_mean,keypos3_qk_pressure_max_head,keypos3_qk_pressure_by_layer,keypos4_qk_pressure_mean,keypos4_qk_pressure_max_head,keypos4_qk_pressure_by_layer,keypos5_qk_pressure_mean,keypos5_qk_pressure_max_head,keypos5_qk_pressure_by_layer,keypos6_qk_pressure_mean,keypos6_qk_pressure_max_head,keypos6_qk_pressure_by_layer,keypos7_qk_pressure_mean,keypos7_qk_pressure_max_head,keypos7_qk_pressure_by_layer,keypos8_qk_pressure_mean,keypos8_qk_pressure_max_head,keypos8_qk_pressure_by_layer,keypos9_qk_pressure_mean,keypos9_qk_pressure_max_head,keypos9_qk_pressure_by_layer,keypos10_qk_pressure_mean,keypos10_qk_pressure_max_head,keypos10_qk_pressure_by_layer,keypos11_qk_pressure_mean,keypos11_qk_pressure_max_head,keypos11_qk_pressure_by_layer,keypos12_qk_pressure_mean,keypos12_qk_pressure_max_head,keypos12_qk_pressure_by_layer,keypos13_qk_pressure_mean,keypos13_qk_pressure_max_head,keypos13_qk_pressure_by_layer,keypos14_qk_pressure_mean,keypos14_qk_pressure_max_head,keypos14_qk_pressure_by_layer,keypos15_qk_pressure_mean,keypos15_qk_pressure_max_head,keypos15_qk_pressure_by_layer,nonpos0_firstn_qk_pressure_mean,nonpos0_firstn_qk_pressure_max,pos0_minus_nonpos0_firstn_qk_pressure,bos_pos0_qk_pressure_mean,bos_pos0_qk_pressure_max_head,bos_pos0_qk_pressure_by_layer,bos_qk_pressure_sum_mean,bos_qk_pressure_max_position_mean,eval_loss,pos0_attention_mean,pos0_attention_max_head,bos_pos0_attention_mean,bos_pos0_attention_max_head,bos_attention_sum_mean,bos_pos2_qk_pressure_mean,bos_pos2_qk_pressure_max_head,bos_pos2_qk_pressure_by_layer,bos_pos2_attention_mean,bos_pos2_attention_max_head,bos_pos4_qk_pressure_mean,bos_pos4_qk_pressure_max_head,bos_pos4_qk_pressure_by_layer,bos_pos4_attention_mean,bos_pos4_attention_max_head,bos_pos8_qk_pressure_mean,bos_pos8_qk_pressure_max_head,bos_pos8_qk_pressure_by_layer,bos_pos8_attention_mean,bos_pos8_attention_max_head,bos_pos16_qk_pressure_mean,bos_pos16_qk_pressure_max_head,bos_pos16_qk_pressure_by_layer,bos_pos16_attention_mean,bos_pos16_attention_max_head,bos_pos32_qk_pressure_mean,bos_pos32_qk_pressure_max_head,bos_pos32_qk_pressure_by_layer,bos_pos32_attention_mean,bos_pos32_attention_max_head,bos_pos64_qk_pressure_mean,bos_pos64_qk_pressure_max_head,bos_pos64_qk_pressure_by_layer,bos_pos64_attention_mean,bos_pos64_attention_max_head
single_0,0,2,10000,6.182826995849609,2.6380811846138386e-07,6.4025357460195664e-06,1.28846e-06 -1.42313e-07 1.67906e-07 -2.58817e-07,2.6380811846138386e-07,6.4025357460195664e-06,1.28846e-06 -1.42313e-07 1.67906e-07 -2.58817e-07,-5.835480365590229e-08,8.05058419928173e-08,-2.09295e-07 2.25272e-08 -5.43811e-08 7.72941e-09,-2.0866208316761004e-08,6.631443483229305e-08,-5.3334e-08 1.03533e-09 -2.11789e-08 -9.98724e-09,7.389476142094509e-09,2.6643368755685515e-07,4.21059e-08 2.85186e-09 -3.81397e-08 2.27399e-08,-4.4873593729732875e-09,1.8232847764920734e-07,2.17263e-08 -1.79156e-08 -6.7326e-09 -1.50276e-08,2.9757771358163154e-08,1.4669251413579332e-07,2.02522e-08 9.26517e-08 -1.64466e-09 7.77186e-09,-1.5434258315849547e-08,1.699369818197738e-07,1.80647e-08 -4.90892e-08 -1.59509e-08 -1.47617e-08,1.497143387041433e-08,2.3708562935098598e-07,5.43529e-08 -1.27073e-10 -1.41954e-08 1.98553e-08,-3.480433363733937e-08,1.3234793527772126e-07,2.55012e-09 -9.3898e-08 -3.9974e-08 -7.89554e-09,3.580940699521307e-08,1.4114851865087985e-07,6.12851e-08 4.10081e-08 2.28944e-08 1.805e-08,9.373432696690998e-09,2.3937968762766104e-07,-2.7817e-08 6.36565e-08 3.23963e-08 -3.07421e-08,-2.2483238382164927e-08,1.2826799888898677e-07,-5.91755e-08 -1.63615e-08 -4.9925e-09 -9.40346e-09,-1.0174376896543436e-09,1.1189231940988975e-07,-6.40088e-08 5.52434e-08 -2.41652e-09 7.1121e-09,-7.424495240826445e-09,9.045849225230995e-08,1.5636e-08 -2.88474e-08 -5.92114e-09 -1.05655e-08,-1.6311020090142847e-08,8.567976550466483e-08,-4.89851e-08 6.7746e-09 -1.79599e-08 -5.07372e-09,-3.8956653014565745e-08,6.167812216517632e-08,-7.86136e-09 -9.39193e-08 -4.28549e-08 -1.1191e-08,-8.18921911024025e-09,3.580940699521307e-08,2.7199733757162413e-07,2.6380811846138386e-07,6.4025357460195664e-06,1.28846e-06 -1.42313e-07 1.67906e-07 -2.58817e-07,2.6380811846138386e-07,2.6380811846138386e-07,6.182826995849609,0.07953815162181854,0.24873487651348114,0.07953815162181854,0.24873487651348114,0.07953815162181854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
single_2,2,2,10000,6.158051490783691,5.731522634278008e-08,7.48408751860552e-07,1.85397e-07 6.49519e-08 1.87708e-09 -2.29654e-08,5.731522634278008e-08,7.48408751860552e-07,1.85397e-07 6.49519e-08 1.87708e-09 -2.29654e-08,4.996975278004356e-09,4.643654278879694e-07,1.28186e-07 -7.30889e-08 1.45336e-08 -4.96424e-08,-1.9205086232432222e-07,2.38616598835506e-06,-7.30291e-07 -2.54984e-08 -3.58832e-09 -8.82554e-09,8.224696479430804e-10,1.4202201725765917e-07,4.13081e-08 6.10659e-09 -1.80756e-08 -2.60492e-08,-2.8417961317472873e-09,2.92271835178326e-07,2.47354e-08 7.74957e-09 -2.47003e-08 -1.91519e-08,7.2751356050559934e-09,1.7657325201980711e-07,-1.96511e-08 5.30582e-08 -1.15012e-09 -3.15647e-09,-1.0096690594707525e-08,1.5922553586733557e-07,-3.13487e-08 4.65119e-09 -1.80438e-08 4.35457e-09,-1.8382846356246318e-09,3.3556824519109796e-07,6.32977e-08 -9.49405e-08 3.98476e-09 2.03049e-08,1.1433867186383395e-09,2.1525295323954197e-07,1.34543e-08 -1.62217e-08 3.38026e-08 -2.64616e-08,6.766868843044449e-09,2.4600134906904714e-07,3.45268e-08 2.91638e-08 -2.97452e-08 -6.87786e-09,-2.724579317714415e-08,3.350765780396614e-07,1.10497e-08 -8.18394e-08 -2.04191e-08 -1.77743e-08,1.3842909929451253e-08,1.9070675705279427e-07,2.98669e-08 2.22468e-08 -8.65266e-09 1.19106e-08,-5.009096692987214e-09,1.888127769689163e-07,1.84534e-09 -2.26598e-08 -2.55269e-09 3.33081e-09,2.1330700761268417e-08,1.6807521774353518e-07,3.55389e-08 4.51679e-08 6.96523e-09 -2.34918e-09,1.0058274213520235e-09,2.225599473604234e-07,1.16305e-08 -2.79705e-09 -1.09144e-08 6.10435e-09,-3.8990595641053005e-08,7.692377579360254e-08,-3.9782e-08 -3.62896e-08 -2.28413e-08 -5.70495e-08,-1.4725922999521876e-08,2.1330700761268417e-08,7.204114934230195e-08,,,,-1.9205086232432222e-07,-1.9205086232432222e-07,6.158051490783691,0.022440550848841667,0.03465735912322998,,,0.022560711950063705,-1.9205086232432222e-07,2.38616598835506e-06,-7.30291e-07 -2.54984e-08 -3.58832e-09 -8.82554e-09,0.022560711950063705,0.1062534973025322,,,,,,,,,,,,,,,,,,,,,,,,,
single_4,4,2,10000,6.108387470245361,5.388183765830945e-08,6.298203629739874e-07,1.49467e-07 8.32306e-08 1.04885e-08 -2.76586e-08,5.388183765830945e-08,6.298203629739874e-07,1.49467e-07 8.32306e-08 1.04885e-08 -2.76586e-08,1.1924533360740952e-08,5.511672043212457e-07,1.55998e-07 -3.53918e-08 -4.06738e-08 -3.22346e-08,2.9572319704129768e-08,5.305652734932664e-07,1.70588e-07 -2.98072e-08 -1.7439e-08 -5.05282e-09,1.007786565310198e-08,2.716672042879509e-07,3.7738e-08 1.44056e-08 -2.38718e-08 1.20396e-08,-1.5617621329511167e-07,2.484562628524145e-06,-6.42002e-07 4.49988e-08 -1.2379e-08 -1.53232e-08,3.0333637823787285e-08,3.0078746249273536e-07,9.15435e-08 1.84182e-08 1.47877e-08 -3.41494e-09,1.4413911841870686e-08,2.575135908955417e-07,8.32979e-08 -6.07736e-08 3.2871e-08 2.2603e-09,8.164566800417106e-09,3.6808884829042654e-07,1.0138e-07 -3.35978e-08 -3.48895e-08 -2.34721e-10,6.222542925371499e-09,3.325918669361272e-07,8.40874e-08 -5.62203e-08 7.05198e-10 -3.68217e-09,6.2174714265950115e-09,1.5919610518722038e-07,2.403e-08 -1.06489e-08 2.26453e-08 -1.11566e-08,2.4834607259549557e-08,2.1083154422285588e-07,7.7594e-08 1.11035e-08 -5.60525e-09 1.62463e-08,1.067888266703676e-08,1.3931838793723728e-07,6.92811e-09 2.44289e-08 1.40332e-09 9.95523e-09,-4.1622065793944785e-09,1.599982795141841e-07,2.64854e-08 -9.20754e-09 -1.33444e-08 -2.05824e-08,1.062633714354888e-08,2.4359712824661983e-07,2.30658e-08 3.06284e-08 -2.30148e-08 1.1826e-08,5.5761697481671035e-09,2.6857324542106653e-07,1.17286e-08 1.77397e-08 -1.96401e-08 1.24764e-08,-5.09304598494964e-08,2.4624188199595665e-07,2.45048e-08 -1.1255e-07 -4.51571e-08 -7.05195e-08,-2.8417355579790636e-09,3.0333637823787285e-08,5.672357321628851e-08,,,,-1.5617621329511167e-07,-1.5617621329511167e-07,6.108387470245361,0.024382535368204117,0.03570961207151413,,,0.019359292462468147,,,,,,-1.5617621329511167e-07,2.484562628524145e-06,-6.42002e-07 4.49988e-08 -1.2379e-08 -1.53232e-08,0.019359292462468147,0.1177753284573555,,,,,,,,,,,,,,,,,,,,
single_8,8,2,10000,6.16224479675293,-4.795203123464375e-10,3.309602050194371e-07,1.84425e-08 2.31868e-08 -3.96219e-08 -3.9256e-09,-4.795203123464375e-10,3.309602050194371e-07,1.84425e-08 2.31868e-08 -3.96219e-08 -3.9256e-09,-2.3024142592475982e-09,2.5811684167820204e-07,1.43179e-07 -1.10041e-07 -3.48081e-08 -7.53955e-09,2.6892116977705882e-08,3.152559884256334e-07,1.17757e-07 1.55558e-08 -2.73353e-08 1.59141e-09,1.9345099744327854e-08,3.8278469105534896e-07,4.46573e-08 4.16484e-08 -2.70503e-09 -6.22022e-09,4.656188323792776e-08,2.7582385087043804e-07,1.48839e-07 2.61251e-08 1.38031e-08 -2.5198e-09,9.37283584079296e-10,1.923887680277403e-07,5.06292e-08 -4.83427e-08 2.46832e-08 -2.32206e-08,2.235051077548178e-08,2.98316081170924e-07,6.91347e-08 3.98476e-08 -6.3642e-09 -1.32161e-08,9.752404217522326e-09,4.902174737253517e-07,1.46671e-07 -8.1621e-08 1.96111e-08 -4.56519e-08,2.754205468136206e-07,5.800834969704738e-06,1.07856e-06 3.28832e-08 -3.19333e-09 -6.57134e-09,2.231768903016018e-08,1.6236812427905534e-07,5.28471e-08 4.33422e-08 -2.26999e-09 -4.64853e-09,1.209472433316705e-08,2.4535381726309424e-07,4.57627e-08 -1.64932e-08 4.60847e-08 -2.69754e-08,2.4955808086701836e-08,1.2229972412569623e-07,3.20953e-08 5.20774e-08 1.90127e-08 -3.36215e-09,1.9247230476082677e-09,1.8061572859551234e-07,8.01501e-09 5.84253e-08 -1.78221e-10 -5.85632e-08,4.0665071310286294e-10,1.4271275006194628e-07,-6.45912e-10 4.76074e-09 1.21599e-08 -1.46481e-08,-3.064532805296949e-08,8.403480222796134e-08,-1.21168e-07 1.47844e-08 -5.6652e-09 -1.05326e-08,-5.114783974136117e-08,1.8309884808331844e-07,-2.39173e-08 -1.14668e-07 -6.63938e-08 3.87566e-10,2.5257590567188497e-08,2.754205468136206e-07,-2.5737110879534934e-08,,,,2.754205468136206e-07,2.754205468136206e-07,6.16224479675293,0.024695154279470444,0.042632464319467545,,,0.012975831516087055,,,,,,,,,,,2.754205468136206e-07,5.800834969704738e-06,1.07856e-06 3.28832e-08 -3.19333e-09 -6.57134e-09,0.012975831516087055,0.05318683385848999,,,,,,,,,,,,,,,
single_16,16,2,10000,6.119693279266357,-4.9362278708997565e-09,2.383582824450059e-07,-5.17416e-09 6.12582e-08 -3.66266e-08 -3.92024e-08,-4.9362278708997565e-09,2.383582824450059e-07,-5.17416e-09 6.12582e-08 -3.66266e-08 -3.92024e-08,1.6381626721795328e-08,3.353299007358146e-07,1.3484e-07 -5.72493e-08 -8.44342e-09 -3.62105e-09,2.533867515808197e-08,2.5845153572845447e-07,1.06705e-07 2.68156e-08 -1.43743e-08 -1.7792e-08,2.041518953888044e-09,2.33264188409521e-07,5.26732e-08 -1.07614e-09 -1.21964e-08 -3.12345e-08,1.5537064967929837e-08,1.9585849031500402e-07,3.2707e-09 4.03799e-08 1.03096e-08 8.18807e-09,-1.7750672043348459e-09,9.356928387660446e-08,1.00108e-08 -4.73372e-10 1.65593e-08 -3.3197e-08,-3.8991423423340166e-09,1.0847685416592867e-07,-1.11527e-09 -3.4503e-08 1.59167e-08 4.10505e-09,-8.674833296140605e-09,9.57072572305151e-08,4.60172e-08 -7.59438e-08 -5.8206e-09 1.04792e-09,8.36865332587422e-09,1.0016178464411496e-07,4.67266e-08 3.94359e-08 -5.11217e-08 -1.56619e-09,1.5193590385820244e-08,1.29359605693935e-07,6.45437e-08 1.22764e-08 4.72589e-09 -2.07717e-08,-8.370302673199603e-09,5.545656023286938e-08,4.38209e-10 -4.65187e-10 -1.15821e-08 -2.18721e-08,-1.1640581831784402e-08,8.188819577981121e-08,-1.55541e-08 -1.83293e-08 3.04434e-09 -1.57233e-08,-6.399760721365055e-10,1.1715177805626809e-07,-1.15274e-08 2.86656e-08 -1.10556e-08 -8.64254e-09,-2.2465327376153255e-09,8.01598289967842e-08,-2.21302e-08 7.46349e-09 -7.16637e-09 1.2847e-08,-4.280120791122499e-08,9.491422048313325e-08,-3.71126e-08 -5.24394e-08 -4.45349e-08 -3.71179e-08,-3.6546499160294843e-10,2.35328968756221e-07,6.89994e-08 -1.71585e-09 -3.77657e-08 -3.09797e-08,1.6320136353442649e-10,2.533867515808197e-08,-5.099429234434183e-09,,,,-9.873871675836199e-08,-9.873871675836199e-08,6.119693279266357,0.023657865822315216,0.04274429753422737,,,0.012021718546748161,,,,,,,,,,,,,,,,-9.873871675836199e-08,2.2586988279726938e-07,-4.17228e-07 4.86014e-08 -1.69627e-08 -9.36557e-09,0.012021718546748161,0.05708521977066994,,,,,,,,,,
single_32,32,2,10000,6.16438627243042,1.0413809370390936e-08,5.081781750959635e-07,1.97054e-08 5.25203e-08 -9.02487e-09 -2.15456e-08,1.0413809370390936e-08,5.081781750959635e-07,1.97054e-08 5.25203e-08 -9.02487e-09 -2.15456e-08,3.9749683544698655e-09,2.9995484851497167e-07,6.39459e-08 -3.66834e-08 -3.90682e-09 -7.45585e-09,2.1216699508386228e-08,1.9192917477539595e-07,8.84695e-08 6.22875e-09 -1.76573e-08 7.82587e-09,5.8427525040372075e-09,1.1379231779073962e-07,4.66787e-08 -4.51568e-09 -5.12027e-10 -1.828e-08,1.6921637424616165e-08,1.206813635690196e-07,5.61423e-08 2.43686e-08 -4.4745e-09 -8.34986e-09,-4.779918683084361e-09,1.7397839258137537e-07,2.80962e-08 -2.00102e-08 1.29821e-09 -2.85039e-08,2.4766041661905547e-08,1.1503318120276163e-07,5.75574e-08 -9.84043e-09 2.72872e-08 2.40601e-08,-6.481900349797343e-09,1.5440382128417696e-07,1.17483e-08 -2.34301e-08 -1.19786e-08 -2.26729e-09,-2.648673280702951e-08,1.7787225203846901e-07,-5.44409e-08 -1.84439e-08 -1.03345e-08 -2.27277e-08,-8.237951654166409e-09,6.986559242250223e-08,-1.39587e-08 -5.17122e-09 -8.4009e-09 -5.42104e-09,-1.5635883698905673e-08,3.62764431827145e-08,8.08068e-09 -3.24658e-08 -3.4878e-08 -3.28039e-09,-1.8230915443950835e-08,7.47625605868052e-08,-1.88946e-08 -5.65292e-08 4.83653e-09 -2.33635e-09,-2.430709855616442e-09,8.317687161252252e-08,-3.89846e-09 1.63006e-08 -9.37947e-09 -1.27455e-08,3.452769181677695e-09,1.192855307863283e-07,-5.36778e-10 -1.00297e-08 1.55373e-09 2.28239e-08,-6.123821094661253e-08,2.3394337134163834e-08,-9.90212e-08 -9.10298e-08 -3.30208e-08 -2.1881e-08,-4.1422083540965104e-08,8.966095066398339e-08,-4.7305e-08 -2.43796e-08 -4.27638e-08 -5.12399e-08,-7.251295889669033e-09,2.4766041661905547e-08,1.766510526005997e-08,,,,4.975973766363495e-08,4.975973766363495e-08,6.16438627243042,0.02413215860724449,0.04374127835035324,,,0.00674646208062768,,,,,,,,,,,,,,,,,,,,,4.975973766363495e-08,8.126674515551713e-07,2.01319e-07 -2.85979e-09 -9.87254e-11 6.7825e-10,0.00674646208062768,0.04462583735585213,,,,,
single_64,64,2,10000,6.124985218048096,2.9610571772309413e-08,1.4908358707543812e-06,1.68233e-07 -4.63212e-08 4.14418e-08 -4.49113e-08,2.9610571772309413e-08,1.4908358707543812e-06,1.68233e-07 -4.63212e-08 4.14418e-08 -4.49113e-08,2.036226476320735e-08,6.760892006241193e-07,1.75136e-07 -3.53407e-08 -4.22936e-08 -1.60525e-08,3.3943452493190307e-09,2.0370028153138264e-07,9.60522e-08 -4.54333e-08 -5.22909e-09 -3.18124e-08,1.2161772033891793e-08,4.4160725565234316e-07,7.96755e-08 6.04908e-09 -3.57603e-09 -3.35015e-08,1.6627060617224743e-08,1.3986417002342932e-07,3.45544e-08 4.47449e-08 4.22272e-09 -1.70137e-08,1.5463234248613844e-08,2.636556075685803e-07,9.73401e-08 -2.50907e-08 7.0646e-09 -1.7461e-08,2.000951226932557e-08,2.164925376746396e-07,3.81245e-08 2.11997e-08 2.97604e-08 -9.04652e-09,2.1415691442427942e-10,4.0498704834135424e-07,1.02555e-07 -7.13393e-08 -3.66116e-08 6.25276e-09,8.133504536544933e-09,1.293629736665025e-07,2.18706e-08 3.77123e-08 -2.54273e-08 -1.62155e-09,-2.8659197237601575e-09,4.946790355120356e-08,2.25929e-08 -5.15718e-09 -9.76152e-09 -1.91378e-08,-4.3201104915624455e-09,9.783166632360007e-08,-1.68115e-08 8.731e-09 -3.89823e-10 -8.81012e-09,-3.138569848459838e-09,1.1537405697481518e-07,1.19826e-09 -6.45794e-09 -2.53135e-08 1.80189e-08,6.968100763060647e-09,1.646197347326961e-07,6.80588e-08 -1.65036e-08 5.61213e-09 -2.92949e-08,2.2725883397356483e-09,2.3419153194481623e-07,-1.88732e-09 7.11925e-09 -2.29034e-09 6.14877e-09,-3.5175997226133404e-08,3.006300630659098e-07,-3.37901e-08 -6.43375e-08 -2.77563e-08 -1.48201e-08,-4.3806064553564283e-08,1.3905457763030427e-07,-5.51228e-08 -8.26472e-09 -6.38675e-08 -4.79693e-08,1.086658526124514e-09,2.036226476320735e-08,2.8523913246184898e-08,,,,-1.4175259188675682e-08,-1.4175259188675682e-08,6.124985218048096,0.025436973199248314,0.051960404962301254,,,0.004089723341166973,,,,,,,,,,,,,,,,,,,,,,,,,,-1.4175259188675682e-08,1.5981871825943017e-08,-4.21918e-08 -5.36349e-09 -6.54369e-09 -2.60206e-09,0.004089723341166973,0.010451847687363625
no_bos,none,2,10000,6.2085747718811035,-8.146356833549362e-08,1.436579566416185e-07,-3.21066e-07 3.46814e-08 -1.01084e-08 -2.93618e-08,-8.146356833549362e-08,1.436579566416185e-07,-3.21066e-07 3.46814e-08 -1.01084e-08 -2.93618e-08,-4.608749293311121e-08,3.8540136415576853e-08,-1.34691e-07 -4.18506e-08 1.64542e-08 -2.42624e-08,-1.487446432690831e-08,1.0580983200725314e-07,1.35877e-08 -6.01437e-08 -1.54284e-08 2.48653e-09,9.754690388774634e-09,1.1670734778590486e-07,3.08634e-08 3.39492e-08 -7.77042e-09 -1.80234e-08,1.6218757892261237e-08,2.626038622111082e-07,6.36359e-08 2.18877e-08 -1.51093e-08 -5.53926e-09,-6.629074622566122e-09,9.748233509299098e-08,2.74561e-08 -4.2757e-08 1.40148e-08 -2.52302e-08,-8.681093621731861e-10,9.979784465485864e-08,4.95735e-08 -3.87504e-08 -8.14548e-09 -6.15006e-09,3.3745874983281965e-09,2.2675007471661957e-07,4.65732e-08 -1.66953e-08 3.47587e-09 -1.98554e-08,2.2674461419569525e-08,1.5354952154211787e-07,-3.54042e-09 8.5235e-08 3.06984e-08 -2.16952e-08,-1.273119654143784e-08,1.2037028795930382e-07,-6.09011e-08 3.15054e-08 -1.37136e-08 -7.81552e-09,2.2502755214759418e-10,9.934306888226274e-08,4.98174e-08 -1.99926e-08 -2.23321e-08 -6.59254e-09,-2.4553394872839363e-09,8.498490444708295e-08,1.18832e-09 1.62632e-08 -1.27326e-08 -1.45402e-08,-8.843664467406143e-09,7.186087458421753e-08,1.35513e-08 -2.9807e-08 -2.30442e-08 3.92524e-09,3.6820515525448627e-09,1.1051187698285503e-07,-2.51128e-08 5.8184e-08 -1.60797e-08 -2.26322e-09,-8.690145492096235e-09,1.3807976984026027e-07,2.5979e-08 -4.5368e-08 -1.76366e-08 2.265e-09,-2.199473492225934e-09,1.5649770546133368e-07,2.8291e-08 -5.6876e-09 -1.34079e-08 -1.79934e-08,-3.163292294772191e-09,2.2674461419569525e-08,-7.830027604072143e-08,,,,0.0,nan,6.2085747718811035,0.02455856092274189,0.060673266649246216,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"duplicate_0,8",0 8,2,10000,6.129671573638916,1.0277913276013351e-07,2.0297882201703032e-06,3.77224e-07 9.71123e-08 1.43063e-07 -2.06283e-07,1.0277913276013351e-07,2.0297882201703032e-06,3.77224e-07 9.71123e-08 1.43063e-07 -2.06283e-07,-7.237017740635565e-08,4.291886313012583e-08,-2.35439e-07 -3.06139e-09 -3.39996e-08 -1.69811e-08,-1.831987006539748e-08,9.512996257399209e-08,-4.8734e-09 -5.77197e-08 -3.31139e-08 2.24275e-08,-1.4664863989821697e-08,8.737553969240253e-08,-6.66835e-08 2.22047e-08 -1.0192e-08 -3.98859e-09,-1.336262744899841e-08,1.2350199085631175e-07,-7.30443e-08 2.02725e-08 -5.83374e-09 5.15508e-09,-2.2122259579759884e-09,1.058766372352693e-07,6.89657e-09 -1.06671e-08 -6.3475e-09 1.26909e-09,-2.3267206827881637e-08,4.127035779788457e-08,6.32359e-09 -5.86084e-08 -3.07319e-08 -1.00521e-08,1.65572267007974e-09,7.085041175969309e-08,-2.48443e-08 1.90161e-08 3.89542e-09 8.55569e-09,2.070148497068658e-08,1.8117439140041824e-06,8.50703e-08 -1.05022e-08 3.5009e-09 4.73702e-09,8.370319548589578e-09,1.7068464330805e-07,2.19362e-08 6.82717e-09 -1.6585e-08 2.13028e-08,1.4772394862916371e-08,1.5199931624465535e-07,1.14789e-08 4.2254e-08 -4.50373e-08 5.03939e-08,-9.275401779973436e-09,1.4785619839585706e-07,-3.85525e-08 1.71616e-08 -8.13129e-09 -7.57936e-09,-1.1937772548265002e-08,7.72450263752944e-08,2.41358e-08 -3.6521e-08 -2.92388e-08 -6.12703e-09,-5.265496039186246e-09,6.416492936978102e-08,-3.93425e-08 1.84593e-08 5.8012e-09 -5.98004e-09,-6.500111116025664e-09,8.479619140189243e-08,2.17827e-08 -2.44407e-08 -1.66637e-08 -6.67881e-09,-1.4209524223929293e-08,6.378843409038382e-08,-4.20177e-08 9.45292e-10 -1.9076e-08 3.31041e-09,-9.725690356769216e-09,2.070148497068658e-08,1.1250482311690273e-07,1.0277913276013351e-07,2.0297882201703032e-06,3.77224e-07 9.71123e-08 1.43063e-07 -2.06283e-07,1.2348061773082009e-07,1.0277913276013351e-07,6.129671573638916,0.07336463779211044,0.19345517456531525,0.07336463779211044,0.19345517456531525,0.08436500933021307,,,,,,,,,,,2.070148497068658e-08,1.8117439140041824e-06,8.50703e-08 -1.05022e-08 3.5009e-09 4.73702e-09,0.011000371538102627,0.052544236183166504,,,,,,,,,,,,,,,
"duplicate_0,32",0 32,2,10000,6.159421443939209,3.4892843814304797e-07,4.383889518067008e-06,1.42061e-06 3.66261e-08 1.00949e-07 -1.62467e-07,3.4892843814304797e-07,4.383889518067008e-06,1.42061e-06 3.66261e-08 1.00949e-07 -1.62467e-07,-8.985023924878988e-08,2.6190214441612625e-08,-1.49045e-07 -1.29432e-07 -5.21278e-08 -2.87966e-08,-1.8404445967235006e-08,8.390951933279212e-08,-4.2509e-08 -8.89428e-09 -2.06963e-08 -1.51817e-09,1.377894065512919e-08,1.9911207971290423e-07,1.49946e-08 5.27587e-08 -1.5503e-09 -1.10872e-08,-1.110802116954801e-09,2.3110277425075765e-07,-2.27322e-08 4.43764e-08 -2.38194e-08 -2.26801e-09,-8.393626238500929e-09,6.484800962880399e-08,2.64041e-08 -4.64053e-08 -6.20674e-09 -7.36664e-09,-2.8776723226542344e-09,2.086070196583023e-07,4.50594e-08 -4.11567e-08 -2.46243e-09 -1.2951e-08,7.723008010884769e-09,2.0561232361160364e-07,4.23997e-08 -1.32706e-08 7.96588e-09 -6.20288e-09,2.8679755459393164e-08,2.6973364697369107e-07,6.79231e-08 2.75135e-08 6.77515e-09 1.25073e-08,1.5302605405054237e-08,2.4707955503799894e-07,6.29548e-08 4.56143e-08 -4.44211e-08 -2.93758e-09,-4.018868349220384e-09,1.5721801105428312e-07,4.9015e-09 3.51879e-08 -9.03288e-09 -4.7132e-08,-1.980505537346744e-08,6.044683686923236e-08,1.17854e-08 -6.41797e-08 -1.52284e-09 -2.5303e-08,7.391702361303487e-09,9.579940041248847e-08,2.26948e-08 1.70612e-08 -8.76931e-09 -1.41994e-09,-1.1231342966766533e-08,1.1202399718968081e-07,-3.77619e-08 3.08096e-08 -4.07061e-08 2.733e-09,-2.9505358156711736e-08,1.1743860994783972e-07,-8.63717e-08 -2.76268e-08 -1.86888e-09 -2.15398e-09,-6.087057613513025e-08,1.0537850414493732e-07,-3.19858e-08 -1.16824e-07 -7.40822e-08 -2.059e-08,-1.1546131665577756e-08,2.8679755459393164e-08,3.604745698086257e-07,3.4892843814304797e-07,4.383889518067008e-06,1.42061e-06 3.66261e-08 1.00949e-07 -1.62467e-07,3.859208526080238e-07,3.4892843814304797e-07,6.159421443939209,0.081687793135643,0.18899250030517578,0.081687793135643,0.18899250030517578,0.08928951155394316,,,,,,,,,,,,,,,,,,,,,3.699241446497581e-08,9.124693747253332e-07,1.11215e-07 2.0606e-08 2.28821e-08 -6.733e-09,0.007601718418300152,0.024644119665026665,,,,,
